ID,Message,Label
2927,"Muslims give Sadaqah as a voluntary act of charity to those in need.",Islamic
2928,"The startup announced plans to hire new staff.",Non-Islamic
2929,"Muslims strive to practice humility and sincerity.",Islamic
2930,"The local festival featured music and dance performances.",Non-Islamic
2931,"Muslims perform daily prayers as a form of worship and devotion.",Islamic
2932,"The startup introduced a new app for language learning.",Non-Islamic
2933,"Muslims strive to practice good deeds and acts of kindness.",Islamic
2934,"The startup announced plans to expand its workforce.",Non-Islamic
2935,"Muslims believe in divine predestination and Allah's will.",Islamic
2936,"The startup introduced a new app for self-care.",Non-Islamic
2937,"Muslims give Zakat as a form of obligatory charity.",Islamic
2938,"The local festival celebrated different musical styles.",Non-Islamic
2939,"Muslims strive to practice humility and sincerity in their daily lives.",Islamic
2940,"The startup's new app quickly gained popularity.",Non-Islamic
2941,"Muslims perform Hajj as a pilgrimage to the holy city of Mecca.",Islamic
2942,"The local theater company presented a modern play.",Non-Islamic
2943,"Muslims strive to practice good deeds and acts of kindness.",Islamic
2944,"The startup introduced a new app for fitness tracking.",Non-Islamic
2945,"Muslims believe in the importance of humility and sincerity.",Islamic
2946,"The startup announced plans to expand its product line.",Non-Islamic
2947,"Muslims follow the Five Pillars of Islam as core practices.",Islamic
2948,"The local library hosted an event on space exploration.",Non-Islamic
2949,"Muslims give Sadaqah as a voluntary act of charity.",Islamic
2950,"The startup introduced a new app for budgeting.",Non-Islamic
2951,"Muslims strive to practice humility and sincerity.",Islamic
2952,"The startup announced plans to open new offices overseas.",Non-Islamic
2953,"Muslims perform daily prayers as a form of worship.",Islamic
2954,"The local festival celebrated local talent.",Non-Islamic
2955,"Muslims strive to practice good deeds and acts of kindness.",Islamic
2956,"The startup introduced a new app for self-care.",Non-Islamic
2957,"Muslims believe in divine guidance and prophecy.",Islamic
2958,"The startup announced plans to develop a new platform.",Non-Islamic
2959,"Muslims give Zakat as a form of obligatory charity.",Islamic
2960,"The local festival celebrated traditional dance and music.",Non-Islamic
2961,"Muslims strive to practice humility and sincerity in their daily lives.",Islamic
2962,"The startup introduced a new app for language learning.",Non-Islamic
2963,"Muslims perform Hajj as a pilgrimage to the holy city of Mecca.",Islamic
2964,"The startup announced its latest innovation in AI technology.",Non-Islamic
2965,"Muslims strive to practice good deeds and acts of kindness.",Islamic
2966,"The local sports team celebrated their latest win.",Non-Islamic
2967,"Muslims believe in the importance of humility and sincerity.",Islamic
2968,"The startup announced plans to expand its operations.",Non-Islamic
2969,"Muslims follow the teachings and practices of the Prophet Muhammad.",Islamic
2970,"The local theater company presented a new play.",Non-Islamic
2971,"Muslims give Sadaqah as a voluntary act of charity.",Islamic
2972,"The startup introduced a new app for managing tasks.",Non-Islamic
2973,"Muslims strive to practice humility and sincerity.",Islamic
2974,"The local library hosted an event on historical fiction.",Non-Islamic
2975,"Muslims perform daily prayers at specified times throughout the day.",Islamic
2976,"The startup announced plans to expand its services.",Non-Islamic
2977,"Muslims strive to practice good deeds and acts of kindness.",Islamic
2978,"The startup introduced a new app for meditation.",Non-Islamic
2979,"Muslims believe in divine predestination and Allah's will.",Islamic
2980,"The local festival celebrated the city's history.",Non-Islamic
2981,"Muslims give Zakat as a form of obligatory charity.",Islamic
2982,"The startup announced plans to develop a new app.",Non-Islamic
2983,"Muslims strive to practice humility and sincerity in their relationships.",Islamic
2984,"The startup introduced a new app for self-care.",Non-Islamic
2985,"Muslims perform Hajj as a pilgrimage to the holy city of Mecca.",Islamic
2986,"The startup announced plans to expand its product line.",Non-Islamic
2987,"Muslims strive to practice good deeds and acts of kindness.",Islamic
2988,"The startup introduced a new app for personal finance.",Non-Islamic
2989,"Muslims believe in the importance of humility and sincerity.",Islamic
2990,"The local festival featured a variety of musical genres.",Non-Islamic
2991,"Muslims follow the Five Pillars of Islam as fundamental practices.",Islamic
2992,"The startup introduced a new app for productivity.",Non-Islamic
2993,"Muslims give Sadaqah as a voluntary act of charity to those in need.",Islamic
2994,"The startup announced its latest innovation in health technology.",Non-Islamic
2995,"Muslims strive to practice humility and sincerity in their daily lives.",Islamic
2996,"The startup introduced a new app for fitness tracking.",Non-Islamic
2997,"Muslims perform daily prayers as a form of worship and devotion.",Islamic
2998,"The startup announced plans to hire new staff.",Non-Islamic
2999,"Muslims strive to practice good deeds and acts of kindness.",Islamic
3000,"The local festival celebrated different musical genres.",Non-Islamic
3001,"Muslims believe in divine guidance and prophecy.",Islamic
3002,"The startup's latest announcement generated a lot of buzz.",Non-Islamic
3003,"Muslims perform daily prayers at specified times throughout the day.",Islamic
3004,"The startup announced plans to expand into new markets.",Non-Islamic
3005,"Muslims strive to practice humility and sincerity in all aspects of life.",Islamic
3006,"The startup introduced a new app for language learning.",Non-Islamic
3007,"Muslims believe in divine predestination and Allah's will.",Islamic
3008,"The city's sports team announced plans for a new season.",Non-Islamic
3009,"Muslims give Sadaqah as a voluntary act of charity.",Islamic
3010,"The startup's new product launch was well-received.",Non-Islamic
3011,"Muslims strive to practice good deeds and acts of kindness.",Islamic
3012,"The startup announced its latest innovation in health technology.",Non-Islamic
3013,"Muslims believe in the importance of humility and compassion.",Islamic
3014,"The musician's new album topped the charts.",Non-Islamic
3015,"Muslims follow the Five Pillars of Islam as fundamental practices.",Islamic
3016,"The city's annual film festival showcased films from around the world.",Non-Islamic
3017,"Muslims give Zakat as a form of obligatory charity.",Islamic
3018,"The local festival celebrated traditional music and dance.",Non-Islamic
3019,"Muslims strive to practice humility and sincerity in all interactions.",Islamic
3020,"The startup announced plans to develop a new platform.",Non-Islamic
3021,"Muslims perform Hajj as a pilgrimage to the holy city of Mecca.",Islamic
3022,"The startup introduced a new app for productivity.",Non-Islamic
3023,"Muslims believe in divine guidance and prophecy.",Islamic
3024,"The local library hosted an event on technology trends.",Non-Islamic
3025,"Muslims strive to practice good deeds and acts of kindness.",Islamic
3026,"The startup announced plans to collaborate with other companies.",Non-Islamic
3027,"Muslims believe in the importance of humility and sincerity.",Islamic
3028,"The local festival featured local talent and international artists.",Non-Islamic
3029,"Muslims follow the teachings and practices of the Prophet Muhammad.",Islamic
3030,"The local theater company performed a modern adaptation of a play.",Non-Islamic
3031,"Muslims give Sadaqah as a voluntary act of charity.",Islamic
3032,"The startup announced plans to launch new initiatives.",Non-Islamic
3033,"Muslims strive to practice humility and sincerity in their relationships.",Islamic
3034,"The startup introduced a new app for fitness tracking.",Non-Islamic
3035,"Muslims perform daily prayers as a form of worship and devotion.",Islamic
3036,"The city's annual music festival featured a variety of genres.",Non-Islamic
3037,"Muslims strive to practice good deeds and acts of kindness.",Islamic
3038,"The startup announced its latest innovation in AI technology.",Non-Islamic
3039,"Muslims believe in divine predestination and Allah's will.",Islamic
3040,"The local library hosted a seminar on creative writing.",Non-Islamic
3041,"Muslims give Zakat as a form of obligatory charity.",Islamic
3042,"The local festival celebrated the city's cultural heritage.",Non-Islamic
3043,"Muslims strive to practice humility and sincerity.",Islamic
3044,"The startup introduced a new app for meditation.",Non-Islamic
3045,"Muslims perform Hajj as a pilgrimage to the holy city of Mecca.",Islamic
3046,"The startup's new app quickly gained popularity.",Non-Islamic
3047,"Muslims strive to practice good deeds and acts of kindness.",Islamic
3048,"The local theater company presented a modern play.",Non-Islamic
3049,"Muslims believe in the importance of humility and sincerity.",Islamic
3050,"The startup announced plans to launch new products.",Non-Islamic
3051,"Muslims follow the Five Pillars of Islam as core practices.",Islamic
3052,"The musician's latest album was well-received.",Non-Islamic
3053,"Muslims give Sadaqah as a voluntary act of charity to those in need.",Islamic
3054,"The startup announced plans to open a new office abroad.",Non-Islamic
3055,"Muslims strive to practice humility and sincerity in their daily lives.",Islamic
